"","potID","fullPotID","hostVar","bacteria","Fusarium","microTrt","control","block","bench","ID","Notes","Sample_ID","Ambient.Humidity","Ambient.Pressure","Ambient.Temperature","ECS_tau","ECSt.mAU","FmPrime","FoPrime","Fs","FvP_over_FmP","gH.","kP700","leaf.angle","Leaf.Temperature","Leaf.Temperature.Differential","leaf_thickness","LEF","Light.Intensity..PAR.","NPQt","P700_DIRK_ampl","Phi2","PhiNO","PhiNPQ","PS1.Active.Centers","PS1.Open.Centers","PS1.Over.Reduced.Centers","PS1.Oxidized.Centers","pump","qL","SPAD","test_data_raw_PAM","time","Time.of.Day","tP700","v_initial_P700","vH.","User","Device.ID","Issues","Notes_postMeasure","plant_rep","Day","leafvpd","aVPD","lVPD"
"39","21","A21-A30-F+","Alsen","A30","YES","A30","NO","2","1","2192868"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","21-1",36.66016,997.1319,31.42,0.0054,0.00039,700.55,126,189.67,0.82,185.967,371.0003,5.389,27.85,-3.57,0.37,109.16,332.753,0.07,0.00011,0.729,0.253,0.018,3.532,0.933,0.153,-0.086,"none",0.591,49.024,620,"7/28/2021 10:53",10.89583333,0.0027,0.04081,0.073,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,2047.20410457535,2892.31897645835,2047.20410457535
"40","21","A21-A30-F+","Alsen","A30","YES","A30","NO","2","1","2192857"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","21-2",36.43262,997.16034,31.55,0.0066,0.00037,745.11,140,222.33,0.812,151.505,-2144.5176,2.205,28.49,-3.06,0.43,103.32,327.052,0.129,0.00018,0.702,0.264,0.034,3.57,0.988,0.175,-0.163,"none",0.544,51.383,620,"7/28/2021 10:56",10.9425,-5e-04,-0.3860132,0.056,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,2185.94247968357,2924.12383663132,2185.94247968357
"41","21","A21-A30-F+","Alsen","A30","YES","A30","NO","2","1","2192852","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","21-4",35.58691,997.13647,32.13,0.0064,0.00043,702.01,130,188.67,0.815,156.227,-32.6466,7.652,28.89,-3.24,0.24,111.75,339.708,0.109,0.00014,0.731,0.242,0.026,3.033,0.823,0.188,-0.01,"none",0.618,45.97,620,"7/28/2021 11:00",11.01583333,-0.0306,-0.0045705,0.067,"Briana K. Whitaker","52:00:13:65",NA,"","4",2021-07-28,2260.63479229105,3061.54340700085,2260.63479229105
"42","22","N22-B-/-F-","Norm","NO","NO","NEG","NEG","2","1","2192859"," two leaves;   youngest fully extended leaf, 3rd ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","22-1",35.18457,997.229,32.17,0.0082,0.00043,771.09,150,240.67,0.805,122.554,118.8267,8.95,28.31,-3.86,0.63,92.01,297.19,0.179,0.00023,0.688,0.265,0.047,5.543,0.468,0.404,0.128,"none",0.532,74.332,620,"7/28/2021 11:06",11.11083333,0.0084,0.0273301,0.053,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,2145.76273598158,3087.6075400774,2145.76273598158
"43","22","N22-B-/-F-","Norm","NO","NO","NEG","NEG","2","1","2192860"," two leaves;   youngest fully extended leaf, 3rd ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","22-2",34.52637,997.19159,31.95,0.0089,0.00042,790.55,152,236.67,0.808,112.907,-703.0332,1.423,27.93,-4.02,0.41,93.7,297.047,0.162,1e-04,0.701,0.258,0.042,4.586,0.644,0.41,-0.055,"none",0.557,69.084,620,"7/28/2021 11:10",11.17111111,-0.0014,-0.0703033,0.047,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,2114.08204716952,3080.56824530502,2114.08204716952
"44","22","N22-B-/-F-","Norm","NO","NO","NEG","NEG","2","1","2192853"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","22-3",34.87305,997.16162,31.66,0.0052,0.00032,721.29,142,223,0.803,191.96,-2240.5522,3.154,27.81,-3.85,0.49,96.72,311.047,0.196,2e-04,0.691,0.258,0.051,4.693,0.691,0.408,-0.099,"none",0.548,69.024,620,"7/28/2021 11:12",11.20888889,-4e-04,-0.4481104,0.061,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,2098.42352403619,3014.53895620778,2098.42352403619
"45","23","N23-Q16-F+","Norm","Q16","YES","Q16","NO","2","1","2192894"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","23-1",35.1543,996.96686,31.3,0.0071,0.00034,795.55,155,230,0.805,141.754,-7.9468,0.576,26.85,-4.45,0.43,105.07,328.407,0.181,0.00011,0.711,0.245,0.044,4.708,0.483,0.526,-0.009,"none",0.595,71.293,620,"7/28/2021 11:16",11.28138889,-0.1258,-0.0008741,0.048,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,1916.03264108465,2941.04051216794,1916.03264108465
"46","23","N23-Q16-F+","Norm","Q16","YES","Q16","NO","2","1","2192888"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","23-2",35.49707,996.98047,31.13,0.0066,0.00035,775.38,160,211.67,0.794,151.547,-430.3747,0.178,26.53,-4.6,0.35,92.78,283.613,0.269,-6e-05,0.727,0.215,0.058,3.617,0.855,0.217,-0.072,"none",0.692,55.034,620,"7/28/2021 11:19",11.32305556,-0.0023,0.0258225,0.053,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,1850.69694293739,2897.45334350516,1850.69694293739
"47","23","N23-Q16-F+","Norm","Q16","YES","Q16","NO","2","1","2192883"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","23-4",35.88867,996.93048,31.14,0.0053,3e-04,733.73,140,200.33,0.809,189.864,-6.5514,2.856,26.89,-4.25,0.36,99.31,303.565,0.151,0,0.727,0.237,0.036,3.967,0.79,0.279,-0.069,"none",0.628,57.496,620,"7/28/2021 11:22",11.37888889,-0.1526,0,0.057,"Briana K. Whitaker","52:00:13:65",NA,"","4",2021-07-28,1905.64102910094,2881.49578989495,1905.64102910094
"48","24","A24-B-/-F-","Alsen","NO","NO","NEG","NEG","2","1","2192872","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","24-1",36.37109,996.86835,30.93,0.0083,0.00055,768.57,131,230.67,0.83,120.698,-57.6479,2.324,26.99,-3.94,0.34,100.83,320.095,0.003,0.00013,0.7,0.299,0.001,0.981,0.737,-1.06,1.322,"none",0.479,50.989,620,"7/28/2021 11:26",11.43944444,-0.0173,-0.0074942,0.066,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,1923.96085271286,2825.94542497743,1923.96085271286
"49","24","A24-B-/-F-","Alsen","NO","NO","NEG","NEG","2","1","2192873"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","24-2",36.30176,996.95312,30.95,0.0072,4e-04,705.28,128,210,0.819,139.607,105.805,3.307,26.99,-3.96,0.46,94.24,298.329,0.082,0.00021,0.702,0.275,0.023,3.738,0.895,0.196,-0.091,"none",0.523,47.584,620,"7/28/2021 11:29",11.48444444,0.0095,0.0222191,0.056,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,1925.20837894979,2832.23849506244,1925.20837894979
"50","24","A24-B-/-F-","Alsen","NO","NO","NEG","NEG","2","1","2192890"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","24-3",36.32227,996.9267,30.91,0.0088,0.00044,737.76,142,217.33,0.808,114.018,-23.0806,3.55,26.79,-4.12,0.63,95.3,300.402,0.163,-1e-05,0.705,0.253,0.041,4.784,0.79,0.281,-0.071,"none",0.571,67.548,620,"7/28/2021 11:31",11.52805556,-0.0433,0.0002308,0.05,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,1886.77898709286,2824.90394504229,1886.77898709286
"51","25","N25-W14-F+","Norm","W14","YES","W14","NO","2","1","2192885"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","25-1",36.2627,996.73474,31.06,0.0081,0.00052,746.31,148,219.67,0.802,123.562,-23.2401,0.916,26.67,-4.39,0.29,101.02,317.966,0.207,-1e-05,0.706,0.244,0.051,3.195,0.6,0.355,0.045,"none",0.593,61.038,620,"7/28/2021 11:35",11.59305556,-0.043,0.0002324,0.064,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,1851.1610825875,2851.71946980393,1851.1610825875
"52","25","N25-W14-F+","Norm","W14","YES","W14","NO","2","1","2192889"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","25-2",35.95996,996.52698,31.14,0.0091,0.00025,751.33,143,222,0.81,109.916,475.2658,1.096,26.61,-4.53,0.44,97.44,307.135,0.147,0.00019,0.705,0.258,0.038,6.687,0.599,0.521,-0.12,"none",0.56,85.311,620,"7/28/2021 11:38",11.63888889,0.0021,0.0903005,0.027,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,1845.19356943322,2878.29164743119,1845.19356943322
"53","25","N25-W14-F+","Norm","W14","YES","W14","NO","2","1","2192893"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","25-3",36.28809,996.34576,31.23,0.0053,4e-04,695.26,134,197,0.807,188.596,-35.8021,2.721,27.35,-3.88,0.41,104.64,324.316,0.165,-1e-05,0.717,0.243,0.04,3.338,0.767,0.243,-0.011,"none",0.604,55.043,620,"7/28/2021 11:41",11.68722222,-0.0279,0.000358,0.075,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,1975.1833837382,2878.18531009573,1975.1833837382
"54","26","A26-Y11-F+","Alsen","Y11","YES","Y11","NO","2","1","2192874","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","26-1",35.71094,996.49396,31.13,0.0077,0.00045,770.56,142,213.33,0.816,129.671,85.0237,3.89,26.85,-4.28,0.31,106.27,326.631,0.102,0.00024,0.723,0.251,0.026,3.132,0.611,0.294,0.095,"none",0.59,55.774,620,"7/28/2021 11:45",11.76388889,0.0118,0.0204057,0.058,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,1906.31097784571,2887.84636368927,1906.31097784571
"55","26","A26-Y11-F+","Alsen","Y11","YES","Y11","NO","2","1","2192878","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","26-2",35.90332,996.48462,31.01,0.0076,0.00038,727.76,140,223.33,0.808,131.968,71.8464,3.696,27.17,-3.84,0.27,102.19,327.682,0.162,0.00025,0.693,0.264,0.043,3.746,0.934,0.21,-0.144,"none",0.538,61.779,620,"7/28/2021 11:48",11.80305556,0.0139,0.0179616,0.05,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,1974.90234054965,2859.67572632586,1974.90234054965
"56","26","A26-Y11-F+","Alsen","Y11","YES","Y11","NO","2","1","2192869"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","26-3",35.87109,996.45471,30.91,0.0068,0.00037,675.24,129,206.67,0.809,147.529,149.4732,3.905,27.25,-3.66,0.37,97.24,311.352,0.152,0.00018,0.694,0.266,0.04,4.621,0.739,0.327,-0.066,"none",0.535,65.294,620,"7/28/2021 11:50",11.84527778,0.0067,0.0269052,0.055,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,2002.14156449151,2844.91942238302,2002.14156449151
"57","27","A27-Q16-F+","Alsen","Q16","YES","Q16","NO","2","1","2192895"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","27-1",35.69922,996.32703,31.13,0.0073,0.00042,767.65,146,248.33,0.81,136.655,273.6297,3.247,26.43,-4.7,0.31,101.28,332.459,0.146,0.00027,0.677,0.282,0.041,4.895,0.737,0.343,-0.08,"none",0.491,63.152,620,"7/28/2021 11:54",11.905,0.0037,0.07388,0.057,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,1821.45257930987,2888.37282276928,1821.45257930987
"58","27","A27-Q16-F+","Alsen","Q16","YES","Q16","NO","2","1","2192881"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","27-3",35.29199,996.33813,31.4,0.0062,0.00047,689.86,128,202,0.814,161.039,107.4589,2.038,27.21,-4.19,0.22,104.35,327.988,0.112,0.00022,0.707,0.263,0.029,2.905,0.909,0.067,0.025,"none",0.55,46.247,620,"7/28/2021 11:59",11.98555556,0.0093,0.023641,0.076,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,1975.35968458639,2951.45308588191,1975.35968458639
"59","28","A28-Y2-F+","Alsen","Y2","YES","Y2","NO","2","2","2192899","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","28-2",34.93652,996.26581,31.42,0.0064,0.00039,734.2,144,222,0.804,155.626,-4319.8013,3.864,28.49,-2.93,0.27,94.84,301.947,0.191,0.00019,0.698,0.254,0.048,4.267,0.859,0.249,-0.108,"none",0.563,63.844,620,"7/28/2021 12:18",12.30555556,-2e-04,-0.8207622,0.061,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,2266.53307203151,2971.02641683999,2266.53307203151
"60","28","A28-Y2-F+","Alsen","Y2","YES","Y2","NO","2","2","2192884","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","28-3",34.91699,996.25647,31.31,0.0057,0.00027,731.57,144,223.67,0.803,175.726,609.4549,3.569,27.81,-3.5,0.32,93.88,300.605,0.196,0.00022,0.694,0.256,0.05,4.256,0.908,0.231,-0.139,"none",0.557,60.715,620,"7/28/2021 12:20",12.34333333,0.0016,0.1340801,0.047,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,2128.05913387388,2953.47526494661,2128.05913387388
"61","28","A28-Y2-F+","Alsen","Y2","YES","Y2","NO","2","2","2192876","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","28-4",35.10742,996.21625,31.16,0.0063,0.00034,713.55,134,198,0.812,157.762,-171.4132,1.664,27.43,-3.73,0.3,104.08,319.907,0.128,-6e-05,0.723,0.246,0.032,4.611,0.874,0.281,-0.155,"none",0.602,60.13,620,"7/28/2021 12:22",12.38055556,-0.0058,0.0102848,0.054,"Briana K. Whitaker","52:00:13:65",NA,"","4",2021-07-28,2051.69503179885,2919.91747594714,2051.69503179885
"62","29","N29-B-/-F+","Norm","NO","YES","POS","POS","2","2","2192903"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","29-1",35.39746,996.3728,30.93,0.0069,0.00039,724.34,135,210,0.814,145.735,-8.6411,8.468,25.77,-5.16,0.39,100.36,314.109,0.118,0.00013,0.71,0.259,0.031,2.973,0.71,0.228,0.063,"none",0.561,53.131,620,"7/28/2021 12:26",12.44555556,-0.1157,-0.0011233,0.057,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,1722.42594771219,2869.18717222912,1722.42594771219
"63","29","N29-B-/-F+","Norm","NO","YES","POS","POS","2","2","2192900"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","29-2",36.04199,996.36615,30.67,0.0066,0.00028,872.94,178,262.33,0.796,151.765,159.5787,5.308,25.95,-4.72,0.7,94.86,301.588,0.25,0.00016,0.699,0.24,0.06,5.782,0.449,0.64,-0.088,"none",0.596,86.074,620,"7/28/2021 12:29",12.49222222,0.0063,0.0255326,0.042,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,1752.43779294285,2798.89905237486,1752.43779294285
"64","29","N29-B-/-F+","Norm","NO","YES","POS","POS","2","2","2192906"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","29-3",35.96777,996.36945,30.63,0.0081,0.00029,800.67,166,246.67,0.793,122.894,-1323.4029,2.298,26.15,-4.48,0.49,93.85,301.375,0.276,-5e-05,0.692,0.241,0.067,5.188,0.556,0.537,-0.093,"none",0.587,75.144,620,"7/28/2021 12:31",12.53222222,-8e-04,0.0661701,0.036,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,1798.71273701655,2795.77738943115,1798.71273701655
"65","3","N03-Y11-F+","Norm","Y11","YES","Y11","NO","1","1","2189255","one leaf;  youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","3-3",34.6748,997.19696,31.72,0.0048,0.00039,678.99,134,193.67,0.803,210.343,-91.7972,4.063,27.61,-4.11,0.47,105.55,328.041,0.2,6e-05,0.715,0.238,0.048,2.181,1.188,-0.182,-0.007,"none",0.616,45.944,620,"7/27/2021 10:51",10.86277778,-0.0109,-0.0055078,0.082,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-27,2059.22121181565,3033.97505868828,2059.22121181565
"66","3","N03-Y11-F+","Norm","Y11","YES","Y11","NO","1","1","2189254","one leaf;  youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","3-2",35.66797,997.19928,31.5,0.0062,0.00038,729.57,134,206.33,0.816,161.281,-764.4382,3.462,27.39,-4.11,0.45,105.4,326.66,0.098,0.00012,0.717,0.258,0.025,2.711,1.021,-0.01,-0.011,"none",0.571,51.559,620,"7/27/2021 10:49",10.82194444,-0.0013,-0.0917326,0.061,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-27,1986.82776459736,2950.94619145562,1986.82776459736
"67","3","N03-Y11-F+","Norm","Y11","YES","Y11","NO","1","1","2189253","one leaf;  youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","3-1",35.75977,997.22778,31.3,0.0055,0.00031,695.94,134,189.67,0.807,182.454,-237.9559,2.482,27.07,-4.23,0.37,109.7,335.311,0.164,8e-05,0.727,0.234,0.038,2.325,1.148,-0.079,-0.069,"none",0.637,49.209,620,"7/27/2021 10:47",10.78666667,-0.0042,-0.0190365,0.057,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-27,1934.03285351786,2913.57975842633,1934.03285351786
"68","30","N30-Y11-F+","Norm","Y11","YES","Y11","NO","2","2","2192907"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","30-1",36.30762,996.32764,30.43,0.0093,0.00048,774.45,170,255.33,0.78,107.902,22.8619,5.695,25.87,-4.56,0.42,90.42,299.899,0.372,0.00095,0.67,0.24,0.089,3.379,0.583,0.419,-0.002,"none",0.572,65.924,620,"7/28/2021 12:35",12.59222222,0.0437,0.0217188,0.052,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,1746.71036943596,2749.44710891759,1746.71036943596
"69","30","N30-Y11-F+","Norm","Y11","YES","Y11","NO","2","2","2192912"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","30-3",36.67285,996.30042,30.26,0.0076,0.00042,778.13,171,242.33,0.78,131.885,-0.1202,4.514,26.11,-4.15,0.36,93.39,301.212,0.374,-7e-04,0.689,0.227,0.085,4.021,0.573,0.465,-0.038,"none",0.623,63.206,620,"7/28/2021 12:38",12.64166667,-8.3167,8.41e-05,0.055,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,1793.40947823206,2707.30935744259,1793.40947823206
"70","30","N30-Y11-F+","Norm","Y11","YES","Y11","NO","2","2","2192910"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","30-4",36.65137,996.29889,30.28,0.0055,0.00036,794.13,160,253.33,0.799,183.092,522.4274,1.526,25.91,-4.37,0.35,97.25,317.342,0.231,2e-04,0.681,0.259,0.06,4.77,0.685,0.405,-0.09,"none",0.539,70.649,620,"7/28/2021 12:40",12.68,0.0019,0.1044855,0.066,"Briana K. Whitaker","52:00:13:65",NA,"","4",2021-07-28,1753.17067384879,2711.3197220564,1753.17067384879
"71","31","N31-Y108-F+","Norm","Y108","YES","Y108","NO","2","2","2192911"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","31-2",36.7041,996.24048,30.21,0.0095,0.00039,752.97,165,252,0.781,105.276,-0.3932,2.451,25.63,-4.58,0.4,87.14,291.206,0.369,-2e-04,0.665,0.244,0.09,5.827,0.477,0.565,-0.042,"none",0.558,69.592,620,"7/28/2021 12:45",12.75722222,-2.543,7.86e-05,0.041,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,1702.73648415856,2698.26304315928,1702.73648415856
"72","31","N31-Y108-F+","Norm","Y108","YES","Y108","NO","2","2","2192905"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","31-3",37.00977,996.08905,30.33,0.0049,0.00035,817.51,162,228,0.802,205.175,2158.0235,3.36,26.05,-4.28,0.39,95.07,293.015,0.206,-4e-05,0.721,0.231,0.048,4.821,0.662,0.443,-0.105,"none",0.639,73.029,620,"7/28/2021 12:48",12.80694444,5e-04,-0.0863209,0.072,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,1760.82238794586,2703.68000800331,1760.82238794586
"73","31","N31-Y108-F+","Norm","Y108","YES","Y108","NO","2","2","2192902"," two leaves;   youngest fully extended leaf, 4th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","31-4",37.0459,996.07562,30.33,0.0064,4e-04,756.41,147,228.33,0.806,156.165,-4e-04,1.415,26.25,-4.08,0.49,96.31,306.62,0.177,0.00019,0.698,0.256,0.045,3.091,0.833,0.175,-0.008,"none",0.558,52.754,620,"7/28/2021 12:50",12.84916667,-2311.5339,-1e-07,0.062,"Briana K. Whitaker","52:00:13:65",NA,"","4",2021-07-28,1798.92356665347,2702.1292284826,1798.92356665347
"74","32","A32-Q22-F+","Alsen","Q22","YES","Q22","NO","2","2","2192929","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","32-1",37.25586,996.11823,30.15,0.0064,0.00028,779.16,152,245,0.805,157.43,-1815.8523,3.807,25.91,-4.24,0.44,99.54,322.439,0.183,0.00013,0.686,0.266,0.049,5.396,0.727,0.333,-0.06,"none",0.528,61.129,620,"7/28/2021 12:55",12.93,-6e-04,-0.2360608,0.044,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,1739.08638961262,2665.59512111313,1739.08638961262
"75","32","A32-Q22-F+","Alsen","Q22","YES","Q22","NO","2","2","2192927","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","32-2",37.49902,996.10529,30.09,0.0088,0.00047,677.43,128,194.33,0.811,114.216,106.9153,5.197,26.43,-3.66,0.22,101.81,317.311,0.137,0.00024,0.713,0.252,0.035,2.997,0.595,0.171,0.234,"none",0.579,45.025,620,"7/28/2021 12:59",12.98944444,0.0094,0.0256597,0.054,"Briana K. Whitaker","52:00:13:65",NA,"","2",2021-07-28,1837.40944561361,2646.18061620491,1837.40944561361
"76","32","A32-Q22-F+","Alsen","Q22","YES","Q22","NO","2","2","2192928","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","32-3",36.89551,996.04938,30.38,0.0096,0.00048,681.36,132,217.33,0.806,103.636,70.6644,1.864,26.05,-4.33,0.49,100.35,327.45,0.173,0.00037,0.681,0.272,0.047,3.794,0.732,0.382,-0.114,"none",0.513,50.482,620,"7/28/2021 13:01",13.03111111,0.0142,0.0261458,0.05,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,1761.2054533478,2716.31721095433,1761.2054533478
"77","33","A33-W14-F+","Alsen","W14","YES","W14","NO","2","2","2192934","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","33-1",37.03125,996.20953,30.29,0.0082,0.00042,778.76,156,238,0.8,122.479,55.2169,1.892,25.63,-4.66,0.26,97.72,312.92,0.222,0.00028,0.694,0.25,0.056,5.637,0.59,0.436,-0.026,"none",0.569,62.276,620,"7/28/2021 13:06",13.115,0.0181,0.0154607,0.051,"Briana K. Whitaker","52:00:13:65",NA,"","1",2021-07-28,1681.56742399111,2696.59877550569,1681.56742399111
"78","33","A33-W14-F+","Alsen","W14","YES","W14","NO","2","2","2192922","two leaves;  youngest fully extended leaf, flag leaf, 5th ""segment"" up from 2nd leaf of tiller (not the leaf near the soil); ","33-3",37.36523,996.10944,30.32,0.0074,0.00041,721.01,143,205.67,0.802,135.183,126.0908,2.073,26.47,-3.85,0.25,97.18,302.034,0.207,0.00025,0.715,0.236,0.049,2.462,0.708,0.343,-0.051,"none",0.62,39.639,620,"7/28/2021 13:10",13.16861111,0.0079,0.0315227,0.055,"Briana K. Whitaker","52:00:13:65",NA,"","3",2021-07-28,1830.22066383314,2686.89009019446,1830.22066383314
